Accession,Pangolin,Length,State,Collection_Date,Year,Month,Day,Country
OP201344,BE.1,29522,CT,2022-07-27,2022,7,27,USA
OP201589,BA.5.1.1,29592,CT,2022-07-28,2022,7,28,USA
OP201826,BF.1,29657,CT,2022-07-29,2022,7,29,USA
OP202046,BA.5.1.3,29721,CT,2022-07-30,2022,7,30,USA
OP202066,BA.5.5,29658,CT,2022-07-31,2022,7,31,USA
OP202095,BE.3,29719,CT,2022-07-31,2022,7,31,USA
OP202121,BA.5.6.1,29720,CT,2022-07-31,2022,7,31,USA
OP202127,BA.5.1.2,29720,CT,2022-07-31,2022,7,31,USA
OP176782,BE.1.1,29696,CT,2022-07-26,2022,7,26,USA
OP176785,BA.5.2.3,29688,CT,2022-07-26,2022,7,26,USA
OP176823,BA.5.3.1,29720,CT,2022-07-26,2022,7,26,USA
OP176891,BA.5.1.33,29621,CT,2022-07-26,2022,7,26,USA
OP177379,BA.4.1.6,29678,CT,2022-07-28,2022,7,28,USA
OP177394,BA.5,29687,CT,2022-07-28,2022,7,28,USA
OP177548,BA.2,29720,CT,2022-07-31,2022,7,31,USA
OP167074,BF.4,29720,CT,2022-07-24,2022,7,24,USA
OP167098,BA.5.1.7,29657,CT,2022-07-24,2022,7,24,USA
OP167517,BA.4.4,29619,CT,2022-07-25,2022,7,25,USA
OP167609,BA.5.8,29657,CT,2022-07-25,2022,7,25,USA
OP167736,BA.2.38.2,29694,CT,2022-07-26,2022,7,26,USA
OP167813,BF.5,29720,CT,2022-07-26,2022,7,26,USA
OP145765,BE.2,29720,CT,2022-07-22,2022,7,22,USA
OP119481,BA.2.18,29630,CT,2022-07-19,2022,7,19,USA
OP123333,BA.4.1,29781,CT,2022-06-25,2022,6,25,USA
OP123422,BA.2.12.1,29797,CT,2022-06-28,2022,6,28,USA
OP123428,BA.4,29778,CT,2022-06-29,2022,6,29,USA
OP108879,BA.2.7,29724,CT,2022-07-11,2022,7,11,USA
OP108890,BA.2.3,29631,CT,2022-07-11,2022,7,11,USA
OP109488,BA.2.76,29694,CT,2022-07-13,2022,7,13,USA
OP110307,BA.2.38,29631,CT,2022-07-17,2022,7,17,USA
OP110695,BA.5.2.59,29687,CT,2022-07-18,2022,7,18,USA
OP026391,BF.9,29687,CT,2022-07-05,2022,7,5,USA
OP026396,BA.2.52,29736,CT,2022-07-05,2022,7,5,USA
OP031604,XAF,29772,CT,2022-05-10,2022,5,10,USA
OP031605,BA.5.1.1,29769,CT,2022-05-24,2022,5,24,USA
OP031606,BA.5.2.1,29769,CT,2022-05-21,2022,5,21,USA
OP031693,BA.5.5,29718,CT,2022-06-27,2022,6,27,USA
OP031780,BA.5.1,29718,CT,2022-06-27,2022,6,27,USA
OP013565,BA.5.2.1,29625,CT,2022-06-27,2022,6,27,USA
OP013689,BF.10,29625,CT,2022-06-28,2022,6,28,USA
OP013954,BA.4.2,29712,CT,2022-06-28,2022,6,28,USA
OP013969,BA.5.3.2,29720,CT,2022-06-28,2022,6,28,USA
OP014222,BA.5.6,29688,CT,2022-06-29,2022,6,29,USA
OP014244,BA.5.2,29687,CT,2022-06-29,2022,6,29,USA
OP014296,BA.4.1.1,29678,CT,2022-06-29,2022,6,29,USA
OP014353,BA.4.4,29714,CT,2022-06-29,2022,6,29,USA
OP014451,BA.5.8,29657,CT,2022-06-30,2022,6,30,USA
OP015910,BA.5.2.21,29625,CT,2022-07-05,2022,7,5,USA
OP017935,BA.4.2,29711,CT,2022-07-09,2022,7,9,USA
ON999594,BA.2.9,29727,CT,2022-06-27,2022,6,27,USA
ON999952,BA.4.6,29615,CT,2022-06-29,2022,6,29,USA
ON999989,BF.4,29720,CT,2022-06-30,2022,6,30,USA
ON998398,BA.2.13,29796,CT,2022-06-19,2022,6,19,USA
ON976551,BA.5.2.3,29657,CT,2022-06-27,2022,6,27,USA
ON977329,BA.5.2.20,29720,CT,2022-06-28,2022,6,28,USA
ON977334,BA.5.1.1,29687,CT,2022-06-28,2022,6,28,USA
ON977343,BA.5.1.2,29621,CT,2022-06-28,2022,6,28,USA
ON978149,BF.5,29720,CT,2022-06-29,2022,6,29,USA
ON978728,BE.1.1,29658,CT,2022-06-30,2022,6,30,USA
ON966895,BA.2.3,29693,CT,2022-06-22,2022,6,22,USA
ON966925,BE.1,29660,CT,2022-06-22,2022,6,22,USA
ON967047,BA.2,29663,CT,2022-06-23,2022,6,23,USA
ON967184,BA.2.48,29630,CT,2022-06-23,2022,6,23,USA
ON967791,BE.3,29657,CT,2022-06-26,2022,6,26,USA
ON967879,BA.2.68,29692,CT,2022-06-26,2022,6,26,USA
ON936924,BA.2.18,29804,CT,2022-06-21,2022,6,21,USA
ON927985,BA.2.7,29796,CT,2022-05-22,2022,5,22,USA
ON913876,BA.2.38,29724,CT,2022-06-11,2022,6,11,USA
ON918273,BF.7,29687,CT,2022-06-23,2022,6,23,USA
ON926292,BA.2.3.14,29796,CT,2022-05-14,2022,5,14,USA
ON880594,BA.4.1.6,29789,CT,2022-06-15,2022,6,15,USA
ON849378,BA.2.23,29804,CT,2022-06-07,2022,6,7,USA
ON820697,BE.1,29771,CT,2022-05-29,2022,5,29,USA
ON820699,BA.5.5,29772,CT,2022-05-31,2022,5,31,USA
ON820713,BA.2.3,29771,CT,2022-05-28,2022,5,28,USA
ON825542,BA.2.37,29666,CT,2022-06-08,2022,6,8,USA
ON825543,BA.5.1.3,29657,CT,2022-06-08,2022,6,8,USA
ON825561,BA.2.71,29730,CT,2022-06-08,2022,6,8,USA
ON825619,BA.5.2.2,29720,CT,2022-06-08,2022,6,8,USA
ON826327,BA.2.20,29598,CT,2022-06-09,2022,6,9,USA
ON799636,XAG,29801,CT,2022-06-03,2022,6,3,USA
ON799641,BA.2.3.17,29804,CT,2022-06-02,2022,6,2,USA
ON802764,BA.2.36,29663,CT,2022-06-06,2022,6,6,USA
ON803034,BA.1.1,29686,CT,2022-06-07,2022,6,7,USA
ON803054,BF.1,29720,CT,2022-06-07,2022,6,7,USA
ON795309,BA.4.1,29709,CT,2022-05-30,2022,5,30,USA
ON795612,BA.2.9,29724,CT,2022-05-31,2022,5,31,USA
ON788857,BA.2.13,29639,CT,2022-05-28,2022,5,28,USA
ON789002,BA.2.36,29694,CT,2022-05-31,2022,5,31,USA
ON789390,BA.2.31,29694,CT,2022-06-01,2022,6,1,USA
ON770633,BA.5.3.1,29688,CT,2022-05-31,2022,5,31,USA
ON770678,BA.2.20,29661,CT,2022-05-31,2022,5,31,USA
ON770688,BA.2.71,29724,CT,2022-05-31,2022,5,31,USA
ON770690,BE.3,29720,CT,2022-05-31,2022,5,31,USA
ON770719,BA.2.18,29726,CT,2022-05-31,2022,5,31,USA
ON770817,BA.5.6,29687,CT,2022-05-31,2022,5,31,USA
ON770899,BA.2.57,29693,CT,2022-05-31,2022,5,31,USA
ON771279,BA.4.6,29712,CT,2022-05-31,2022,5,31,USA
ON771763,BA.2.32,29724,CT,2022-06-01,2022,6,1,USA
ON772299,BA.2.52,29735,CT,2022-06-02,2022,6,2,USA
ON772317,BA.2.10,29694,CT,2022-06-02,2022,6,2,USA
ON727356,BA.2.37,29727,CT,2022-05-25,2022,5,25,USA
ON727359,BA.4,29615,CT,2022-05-25,2022,5,25,USA
ON729141,BA.5.1,29720,CT,2022-05-28,2022,5,28,USA
ON707872,BA.2.21,29657,CT,2022-05-19,2022,5,19,USA
ON707986,BA.2.26,29700,CT,2022-05-20,2022,5,20,USA
ON709093,BF.8,29720,CT,2022-05-23,2022,5,23,USA
ON709859,BG.5,29664,CT,2022-05-24,2022,5,24,USA
ON710093,BA.5.8,29720,CT,2022-05-24,2022,5,24,USA
ON699881,BA.2.48,29726,CT,2022-05-17,2022,5,17,USA
ON699887,BG.3,29694,CT,2022-05-17,2022,5,17,USA
ON700606,BA.2.23.1,29664,CT,2022-05-18,2022,5,18,USA
ON661398,BA.2,29796,CT,2022-04-28,2022,4,28,USA
ON661404,BA.2.12.1,29796,CT,2022-04-30,2022,4,30,USA
ON624851,BA.1.1,29671,CT,2022-05-12,2022,5,12,USA
ON625401,BA.2.3.6,29693,CT,2022-05-13,2022,5,13,USA
ON573501,BA.2.8,29796,CT,2022-04-13,2022,4,13,USA
ON573630,BA.1.1,29766,CT,2022-04-21,2022,4,21,USA
ON573746,BA.2.26,29724,CT,2022-04-30,2022,4,30,USA
ON573750,BA.2.21,29724,CT,2022-04-30,2022,4,30,USA
ON573754,BA.2.13,29724,CT,2022-04-30,2022,4,30,USA
ON573773,BA.2.3,29718,CT,2022-04-30,2022,4,30,USA
ON573775,BA.2.41,29736,CT,2022-04-30,2022,4,30,USA
ON573779,BA.2.10,29724,CT,2022-04-30,2022,4,30,USA
ON587357,BA.2.3.17,29726,CT,2022-05-05,2022,5,5,USA
ON587868,BA.2.12,29727,CT,2022-05-06,2022,5,6,USA
ON588341,BA.2.1,29726,CT,2022-05-07,2022,5,7,USA
ON588512,BA.2.63,29727,CT,2022-05-07,2022,5,7,USA
ON590999,BA.2.23,29727,CT,2022-05-10,2022,5,10,USA
ON592565,BA.2.10,29598,CT,2022-05-11,2022,5,11,USA
ON566297,XAA,29847,CT,2022-05-08,2022,5,8,USA
ON534707,BA.2.9,29726,CT,2022-04-30,2022,4,30,USA
ON534708,BA.2.48,29693,CT,2022-04-30,2022,4,30,USA
ON534831,BA.2.1,29727,CT,2022-04-30,2022,4,30,USA
ON534913,BA.2.23.1,29694,CT,2022-04-30,2022,4,30,USA
ON535047,BA.2.3.4,29693,CT,2022-04-30,2022,4,30,USA
ON536819,BA.2.56,29727,CT,2022-05-03,2022,5,3,USA
ON539560,BA.2.5,29694,CT,2022-05-05,2022,5,5,USA
ON520076,BA.2.9.2,29850,CT,2022-05-03,2022,5,3,USA
ON521533,BA.1,29687,CT,2022-01-07,2022,1,7,USA
ON522045,BA.2.7,29724,CT,2022-04-22,2022,4,22,USA
ON522046,BA.2.62,29724,CT,2022-04-22,2022,4,22,USA
ON522056,BA.2.9.2,29724,CT,2022-04-22,2022,4,22,USA
ON494041,BA.1.1,29798,CT,2022-01-14,2022,1,14,USA
ON447976,BA.2.20,29724,CT,2022-04-18,2022,4,18,USA
ON448275,BA.2.12,29724,CT,2022-04-19,2022,4,19,USA
ON448278,BA.2.72,29724,CT,2022-04-19,2022,4,19,USA
ON449369,BA.2.13.1,29727,CT,2022-04-20,2022,4,20,USA
ON449543,BA.2.5,29694,CT,2022-04-21,2022,4,21,USA
ON449579,BA.2.56,29727,CT,2022-04-21,2022,4,21,USA
ON451154,BA.4.4,29678,CT,2022-04-26,2022,4,26,USA
ON424662,AY.2,29783,CT,2021-06-21,2021,6,21,USA
ON425615,AY.25,29783,CT,2021-08-07,2021,8,7,USA
ON425616,AY.1,29783,CT,2021-08-20,2021,8,20,USA
ON425617,BA.1.17.2,29766,CT,2021-12-30,2021,12,30,USA
ON425981,BA.1,29766,CT,2022-04-01,2022,4,1,USA
ON425983,BA.1.18,29766,CT,2022-01-05,2022,1,5,USA
ON411581,BA.2.12.1,29746,CT,2022-03-03,2022,3,3,USA
ON394947,BA.2.3.17,29694,CT,2022-04-11,2022,4,11,USA
ON397347,BA.2.40.1,29727,CT,2022-04-19,2022,4,19,USA
ON392831,BA.2.39,29724,CT,2022-04-13,2022,4,13,USA
ON393140,BA.2.32,29724,CT,2022-04-14,2022,4,14,USA
ON349782,BA.2.22,29722,CT,2022-04-12,2022,4,12,USA
ON332950,BA.1.1,29720,CT,2022-02-08,2022,2,8,USA
ON332953,BA.1,29657,CT,2022-02-08,2022,2,8,USA
ON332962,BA.1.18,29648,CT,2022-02-11,2022,2,11,USA
ON318802,BA.1.1,29766,CT,2022-03-27,2022,3,27,USA
ON320574,BA.2,29804,CT,2022-03-31,2022,3,31,USA
ON320580,BA.2.50,29804,CT,2022-04-04,2022,4,4,USA
ON321215,BA.2.36,29804,CT,2022-04-04,2022,4,4,USA
ON310161,BA.2.52,29733,CT,2022-04-08,2022,4,8,USA
ON294497,BA.2.3.17,29727,CT,2022-03-23,2022,3,23,USA
ON294602,BA.2.7,29727,CT,2022-03-28,2022,3,28,USA
ON294615,BA.2.3,29727,CT,2022-03-28,2022,3,28,USA
ON294863,BA.1.1.16,29686,CT,2022-04-03,2022,4,3,USA
ON260480,BA.1.20,29806,CT,2022-03-08,2022,3,8,USA
ON269894,BA.2.9,29724,CT,2022-03-25,2022,3,25,USA
ON250334,BA.2.26,29724,CT,2022-03-30,2022,3,30,USA
ON251011,XAA,29721,CT,2022-04-02,2022,4,2,USA
ON233408,BA.1.15,29674,CT,2022-03-31,2022,3,31,USA
ON234278,BA.2.10,29724,CT,2022-03-23,2022,3,23,USA
ON234863,BA.1.17.2,29756,CT,2022-03-26,2022,3,26,USA
ON235482,BA.2.8,29724,CT,2022-03-28,2022,3,28,USA
ON199176,BA.2.21,29804,CT,2022-03-28,2022,3,28,USA
ON199177,BA.2.9.2,29804,CT,2022-03-28,2022,3,28,USA
ON199183,BA.2.5,29804,CT,2022-03-28,2022,3,28,USA
ON199511,BA.2.31,29789,CT,2022-03-30,2022,3,30,USA
ON200147,BA.2.10.1,29804,CT,2022-03-26,2022,3,26,USA
ON153032,BA.1,29789,CT,2022-03-03,2022,3,3,USA
ON143328,BA.2.1,29850,CT,2022-03-18,2022,3,18,USA
ON144129,BA.2.4,29745,CT,2022-03-21,2022,3,21,USA
ON144274,BA.1.1.18,29792,CT,2022-03-21,2022,3,21,USA
ON105989,BA.1.18,29754,CT,2022-03-15,2022,3,15,USA
ON091082,BA.1.1.14,29750,CT,2022-03-10,2022,3,10,USA
ON042805,BA.1.1.1,29827,CT,2022-03-08,2022,3,8,USA
OM988941,BA.1.20,29716,CT,2022-02-22,2022,2,22,USA
OM988980,BA.2.10.1,29755,CT,2022-02-23,2022,2,23,USA
OM989012,BA.2.3,29727,CT,2022-02-23,2022,2,23,USA
OM989022,BA.1.15,29717,CT,2022-02-23,2022,2,23,USA
OM989225,BA.2,29728,CT,2022-02-26,2022,2,26,USA
OM989267,BA.1.17.2,29750,CT,2022-02-26,2022,2,26,USA
OM989526,BA.1.1.18,29717,CT,2022-02-28,2022,2,28,USA
OM990437,BA.2.2.1,29717,CT,2022-03-04,2022,3,4,USA
OM980064,BA.2.10,29747,CT,2022-02-22,2022,2,22,USA
OM957809,BA.2.5,29755,CT,2022-02-21,2022,2,21,USA
OM965366,BA.1.15,29766,CT,2021-12-28,2021,12,28,USA
OM965367,BA.1.18,29806,CT,2021-12-28,2021,12,28,USA
OM965369,BA.1.1,29789,CT,2021-12-28,2021,12,28,USA
OM965373,BA.1.17.2,29766,CT,2022-01-16,2022,1,16,USA
OM944204,BA.2.9,29772,CT,2022-02-21,2022,2,21,USA
OM921066,BA.1.15.1,29806,CT,2022-01-27,2022,1,27,USA
OM921083,BA.1.1.18,29819,CT,2022-01-30,2022,1,30,USA
OM919892,BA.2.2.1,29747,CT,2022-02-18,2022,2,18,USA
OM917607,BA.1.17,29825,CT,2022-02-19,2022,2,19,USA
OM872963,BA.1.1.1,29750,CT,2022-02-14,2022,2,14,USA
OM874391,BA.1.1.16,29778,CT,2022-02-18,2022,2,18,USA
OM852981,BA.1.19,29793,CT,2022-02-13,2022,2,13,USA
OM863347,BA.1.14,29792,CT,2022-02-17,2022,2,17,USA
OM835589,BA.1.1.2,29788,CT,2022-02-13,2022,2,13,USA
OM764687,AY.25.1,29847,CT,2021-12-22,2021,12,22,USA
OM764702,BA.1,29766,CT,2021-12-30,2021,12,30,USA
OM764710,B.1.617.2,29836,CT,2021-12-31,2021,12,31,USA
OM776841,AY.119,29764,CT,2022-02-06,2022,2,6,USA
OM692632,BA.1.20,29653,CT,2022-01-24,2022,1,24,USA
OM692638,BA.1.15,29750,CT,2022-01-24,2022,1,24,USA
OM694295,BA.1.17,29504,CT,2022-01-27,2022,1,27,USA
OM697978,BA.2.38,29727,CT,2022-02-04,2022,2,4,USA
OM644813,BA.1.15.2,29792,CT,2022-01-30,2022,1,30,USA
OM620105,BA.2.10,29769,CT,2022-01-28,2022,1,28,USA
OM622614,AY.39,29792,CT,2022-01-17,2022,1,17,USA
OM624575,BA.2.2.1,29684,CT,2022-01-24,2022,1,24,USA
OM624627,BA.2,29661,CT,2022-01-24,2022,1,24,USA
OM628232,BA.1.1.2,29778,CT,2022-01-28,2022,1,28,USA
OM614680,AY.120,29805,CT,2022-01-19,2022,1,19,USA
OM614735,AY.103,29799,CT,2022-01-18,2022,1,18,USA
OM563353,AY.3.3,29815,CT,2022-01-21,2022,1,21,USA
OM565883,BA.1.19,29792,CT,2022-01-19,2022,1,19,USA
OM518781,AY.44,29804,CT,2022-01-17,2022,1,17,USA
OM496250,BA.1.1.14,29653,CT,2022-01-14,2022,1,14,USA
OM496760,AY.25,29767,CT,2022-01-15,2022,1,15,USA
OM476225,AY.103,29888,CT,2021-12-17,2021,12,17,USA
OM474068,BA.1.20,29786,CT,2021-12-30,2021,12,30,USA
OM474139,BA.1.1.16,29792,CT,2021-12-30,2021,12,30,USA
OM448767,AY.3,29805,CT,2022-01-03,2022,1,3,USA
OM409063,BA.1.1.15,29716,CT,2022-01-08,2022,1,8,USA
OM398134,AY.20,29769,CT,2022-01-06,2022,1,6,USA
OM398661,AY.122,29805,CT,2021-12-23,2021,12,23,USA
OM398720,AY.100,29813,CT,2021-12-29,2021,12,29,USA
OM370361,AY.100,29805,CT,2022-01-05,2022,1,5,USA
OM352569,BA.1.1.18,29799,CT,2021-12-30,2021,12,30,USA
OM353046,AY.25,29801,CT,2021-12-30,2021,12,30,USA
OM356611,AY.44,29766,CT,2021-12-28,2021,12,28,USA
OM357293,AY.20,29795,CT,2021-12-29,2021,12,29,USA
OM357638,BA.2.2.1,29717,CT,2021-12-30,2021,12,30,USA
OM358787,AY.25.1,29701,CT,2022-01-03,2022,1,3,USA
OM361123,BA.1.1.1,29778,CT,2022-01-05,2022,1,5,USA
OM361278,AY.118,29670,CT,2022-01-05,2022,1,5,USA
OM343320,B.1.1,29667,CT,2022-01-03,2022,1,3,USA
OM332607,AY.121.1,29791,CT,2021-12-29,2021,12,29,USA
OM336459,AY.39,29769,CT,2021-12-30,2021,12,30,USA
OM338267,AY.3,29836,CT,2021-12-20,2021,12,20,USA
OM309169,AY.98.1,29769,CT,2021-12-17,2021,12,17,USA
OM291221,B.1.1,29808,CT,2021-12-29,2021,12,29,USA
OM297041,AY.119,29805,CT,2021-12-26,2021,12,26,USA
OM271677,BA.1.15.1,29685,CT,2021-12-30,2021,12,30,USA
OM271855,BA.1.1.2,29653,CT,2021-12-31,2021,12,31,USA
OM274872,AY.39.1,29769,CT,2021-12-14,2021,12,14,USA
OM274942,BA.1.1.14,29752,CT,2021-12-16,2021,12,16,USA
OM274964,AY.99.2,29769,CT,2021-12-16,2021,12,16,USA
OM274965,AY.119.2,29769,CT,2021-12-16,2021,12,16,USA
OM275041,AY.120,29769,CT,2021-12-16,2021,12,16,USA
OM275044,AY.127,29769,CT,2021-12-16,2021,12,16,USA
OM275107,AY.5,29769,CT,2021-12-17,2021,12,17,USA
OM275140,AY.4.5,29769,CT,2021-12-17,2021,12,17,USA
OM275163,AY.43,29769,CT,2021-12-17,2021,12,17,USA
OM275166,AY.3.3,29769,CT,2021-12-17,2021,12,17,USA
OM258743,AY.13,29836,CT,2021-11-13,2021,11,13,USA
OM261616,AY.39.2,29816,CT,2021-12-27,2021,12,27,USA
OM224498,AY.118,29703,CT,2021-12-23,2021,12,23,USA
OM224825,BA.1.19,29750,CT,2021-12-26,2021,12,26,USA
OM225245,BA.1.17,29716,CT,2021-12-27,2021,12,27,USA
OM202240,AY.122.4,29769,CT,2021-12-17,2021,12,17,USA
OM158780,AY.47,29836,CT,2021-10-27,2021,10,27,USA
OM158783,AY.100,29765,CT,2021-11-07,2021,11,7,USA
OM158785,AY.120,29783,CT,2021-11-07,2021,11,7,USA
OM158792,AY.25,29839,CT,2021-11-08,2021,11,8,USA
OM159013,AY.3,29854,CT,2021-11-29,2021,11,29,USA
OM133816,AY.35,29815,CT,2021-12-21,2021,12,21,USA
OM123077,AY.46.1,29733,CT,2021-12-23,2021,12,23,USA
OM123168,BA.1.13,29679,CT,2021-12-23,2021,12,23,USA
OM085325,AY.107,29769,CT,2021-12-10,2021,12,10,USA
OM080011,AY.75,29810,CT,2021-12-17,2021,12,17,USA
OM081767,AY.20,29836,CT,2021-10-29,2021,10,29,USA
OM081771,AY.44,29840,CT,2021-11-01,2021,11,1,USA
OM081772,AY.39.1,29836,CT,2021-11-01,2021,11,1,USA
OM081778,AY.103,29858,CT,2021-11-04,2021,11,4,USA
OM081790,AY.122,29836,CT,2021-11-08,2021,11,8,USA
OM081817,AY.46,29837,CT,2021-11-09,2021,11,9,USA
OM081924,AY.39,29836,CT,2021-11-16,2021,11,16,USA
OM082020,AY.119,29815,CT,2021-11-24,2021,11,24,USA
OM082029,AY.3.3,29836,CT,2021-11-24,2021,11,24,USA
OM082038,AY.117,29831,CT,2021-11-26,2021,11,26,USA
OM034108,AY.117,29809,CT,2021-12-09,2021,12,9,USA
OM041708,AY.4,29795,CT,2021-12-11,2021,12,11,USA
OM007090,AY.90,29671,CT,2021-12-03,2021,12,3,USA
OM007666,AY.47,29670,CT,2021-12-08,2021,12,8,USA
OM007772,AY.5.3,29734,CT,2021-12-08,2021,12,8,USA
OM007793,AY.116.1,29734,CT,2021-12-08,2021,12,8,USA
OL967696,AY.129,29810,CT,2021-11-29,2021,11,29,USA
OL967971,AY.4,29810,CT,2021-11-29,2021,11,29,USA
OL967988,AY.20,29813,CT,2021-11-29,2021,11,29,USA
OL968101,AY.98.1,29808,CT,2021-11-29,2021,11,29,USA
OL968107,AY.25.1,29816,CT,2021-11-29,2021,11,29,USA
OL969985,AY.113,29806,CT,2021-12-06,2021,12,6,USA
OL992544,AY.27,29766,CT,2021-12-06,2021,12,6,USA
OL995255,AY.46.6,29767,CT,2021-12-10,2021,12,10,USA
OL995895,AY.119.2,29769,CT,2021-11-30,2021,11,30,USA
OL916786,AY.35,29644,CT,2021-11-28,2021,11,28,USA
OL917160,AY.125,29762,CT,2021-11-29,2021,11,29,USA
OL917333,AY.122.4,29795,CT,2021-11-29,2021,11,29,USA
OL917351,AY.113,29767,CT,2021-11-29,2021,11,29,USA
OL917354,AY.43,29671,CT,2021-11-29,2021,11,29,USA
OL917940,AY.46.1,29733,CT,2021-11-30,2021,11,30,USA
OL917958,AY.118,29795,CT,2021-11-30,2021,11,30,USA
OL919154,AY.1,29662,CT,2021-12-03,2021,12,3,USA
OL919301,AY.114,29735,CT,2021-12-03,2021,12,3,USA
OL923461,AY.39.2,29816,CT,2021-11-14,2021,11,14,USA
OL929128,AY.121,29807,CT,2021-11-16,2021,11,16,USA
OL931672,AY.99.2,29769,CT,2021-11-17,2021,11,17,USA
OL945153,AY.127,29808,CT,2021-11-26,2021,11,26,USA
OL945315,AY.111,29816,CT,2021-11-26,2021,11,26,USA
OL945657,AY.47,29808,CT,2021-11-28,2021,11,28,USA
OL949831,B.1.617.2,29810,CT,2021-11-07,2021,11,7,USA
OL883590,AY.3.1,29606,CT,2021-12-01,2021,12,1,USA
OL888226,AY.45,29809,CT,2021-11-17,2021,11,17,USA
OL859550,AY.75,29792,CT,2021-11-18,2021,11,18,USA
OL838113,AY.116.1,29764,CT,2021-11-27,2021,11,27,USA
OL776324,B,29829,CT,2021-11-10,2021,11,10,USA
OL789353,AY.5,29769,CT,2021-11-24,2021,11,24,USA
OL789374,AY.26,29769,CT,2021-11-24,2021,11,24,USA
OL764986,AY.113,29815,CT,2021-10-27,2021,10,27,USA
OL764988,AY.39.1,29806,CT,2021-10-27,2021,10,27,USA
OL764996,AY.100,29788,CT,2021-10-27,2021,10,27,USA
OL737042,AY.107,29767,CT,2021-11-16,2021,11,16,USA
OL693673,B.1.1,29750,CT,2021-11-22,2021,11,22,USA
OL369602,B.1.1.7,29880,CT,2021-04-24,2021,4,24,USA
OK667722,AY.35,29775,CT,2021-10-15,2021,10,15,USA
OK580569,B.1.617.2,29829,CT,2021-09-10,2021,9,10,USA
OK601646,AY.4,29826,CT,2021-09-20,2021,9,20,USA
OK511498,B.1.1.7,29667,CT,2021-06-06,2021,6,6,USA
OK512134,P.1,29646,CT,2021-06-12,2021,6,12,USA
OK449588,AY.25.1,29814,CT,2021-09-28,2021,9,28,USA
OK434375,AY.119,29822,CT,2021-09-07,2021,9,7,USA
OK440035,B.1.517,29847,CT,2021-02-05,2021,2,5,USA
OK390553,AY.25,29834,CT,2021-09-08,2021,9,8,USA
OK297000,B.1.1.7,29884,CT,2021-03-20,2021,3,20,USA
OK248269,B.1.526,29772,CT,2021-03-21,2021,3,21,USA
OK248426,B.1.617.1,29781,CT,2021-03-19,2021,3,19,USA
OK249390,B.1.568,29782,CT,2021-03-21,2021,3,21,USA
OK249496,B.1.526,29749,CT,2021-06-16,2021,6,16,USA
OK250153,P.1.15,29777,CT,2021-06-16,2021,6,16,USA
OK251081,B.1.243,29782,CT,2021-03-21,2021,3,21,USA
OK251288,P.1,29768,CT,2021-03-19,2021,3,19,USA
OK251370,B.1.2,29782,CT,2021-03-21,2021,3,21,USA
OK251919,B.1.575,29780,CT,2021-03-21,2021,3,21,USA
OK268772,B.1.617.2,29775,CT,2021-08-31,2021,8,31,USA
OK220358,B.1.617.2,29829,CT,2021-07-20,2021,7,20,USA
OK221389,B.1.526,29850,CT,2021-04-02,2021,4,2,USA
OK187585,P.1.13,29856,CT,2021-05-19,2021,5,19,USA
OK188254,B.1.1.192,29867,CT,2021-02-05,2021,2,5,USA
OK188279,B.1.243,29869,CT,2021-02-05,2021,2,5,USA
OK188336,B.1.575,29865,CT,2021-02-18,2021,2,18,USA
OK188348,B.1.1.519,29867,CT,2021-02-15,2021,2,15,USA
OK045043,AY.35,29842,CT,2021-07-15,2021,7,15,USA
OK023719,B.1.1.7,29817,CT,2021-07-29,2021,7,29,USA
OK027583,P.1,29831,CT,2021-07-29,2021,7,29,USA
MZ989030,C.36.3,29610,CT,2021-08-08,2021,8,8,USA
MZ965914,P.1,29777,CT,2021-08-02,2021,8,2,USA
MZ950030,B.1.1.7,29830,CT,2021-08-22,2021,8,22,USA
MZ780241,B.1.243,29867,CT,2021-01-21,2021,1,21,USA
MZ780242,B.1.280,29867,CT,2020-12-17,2020,12,17,USA
MZ780255,B.1.1.486,29831,CT,2021-01-21,2021,1,21,USA
MZ780269,B.1.1.192,29867,CT,2020-12-14,2020,12,14,USA
MZ780381,B.1.617.1,29866,CT,2021-04-13,2021,4,13,USA
MZ714984,B.1.617.2,29775,CT,2021-06-28,2021,6,28,USA
MZ590815,Q.4,29763,CT,2021-06-29,2021,6,29,USA
MZ529972,B.1.637,29769,CT,2021-06-20,2021,6,20,USA
MZ536412,P.1.17,29777,CT,2021-06-21,2021,6,21,USA
MZ429143,B.1.1.7,29853,CT,2021-05-20,2021,5,20,USA
MZ414477,B.1.637,29860,CT,2021-03-31,2021,3,31,USA
MZ390017,B.1.637,29769,CT,2021-05-27,2021,5,27,USA
MZ390037,B.1.526,29749,CT,2021-05-28,2021,5,28,USA
MZ390196,B.1.1.519,29782,CT,2021-05-24,2021,5,24,USA
MZ368506,P.1,29777,CT,2021-05-27,2021,5,27,USA
MZ368532,P.1.10,29777,CT,2021-05-25,2021,5,25,USA
MZ349266,B.1.637,29886,CT,2021-04-05,2021,4,5,USA
MZ331194,B.1.2,29814,CT,2021-04-13,2021,4,13,USA
MZ321491,B.1.427,29782,CT,2021-05-12,2021,5,12,USA
MZ322040,P.1.17,29777,CT,2021-05-10,2021,5,10,USA
MZ283336,B.1.429,29903,CT,2021-04-25,2021,4,25,USA
MZ284821,P.1,29898,CT,2021-04-22,2021,4,22,USA
