Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
WAQ35194,AY.43,ORF6 protein,61,Switzerland,2021-12-09,2021,12,9
WAQ35195,AY.43,ORF7a protein,121,Switzerland,2021-12-09,2021,12,9
WAQ35196,AY.43,ORF7b protein,43,Switzerland,2021-12-09,2021,12,9
WAQ35197,AY.43,ORF8 protein,119,Switzerland,2021-12-09,2021,12,9
WAQ35198,AY.43,nucleocapsid phosphoprotein,419,Switzerland,2021-12-09,2021,12,9
WAQ35199,AY.43,ORF10 protein,38,Switzerland,2021-12-09,2021,12,9
UTK63095,AY.4,ORF1ab polyprotein,7096,Switzerland,2021-12-14,2021,12,14
UTK63096,AY.4,ORF1a polyprotein,4405,Switzerland,2021-12-14,2021,12,14
UTK63097,AY.4,surface glycoprotein,1269,Switzerland,2021-12-14,2021,12,14
UTK63098,AY.4,ORF3a protein,275,Switzerland,2021-12-14,2021,12,14
UTK63099,AY.4,envelope protein,75,Switzerland,2021-12-14,2021,12,14
UTK63100,AY.4,membrane glycoprotein,222,Switzerland,2021-12-14,2021,12,14
UTK63101,AY.4,ORF6 protein,61,Switzerland,2021-12-14,2021,12,14
UTK63102,AY.4,ORF7a protein,121,Switzerland,2021-12-14,2021,12,14
UTK63103,AY.4,ORF7b protein,43,Switzerland,2021-12-14,2021,12,14
UTK63104,AY.4,ORF8 protein,119,Switzerland,2021-12-14,2021,12,14
UTK63105,AY.4,nucleocapsid phosphoprotein,419,Switzerland,2021-12-14,2021,12,14
UTK63106,AY.4,ORF10 protein,38,Switzerland,2021-12-14,2021,12,14
UTK63119,B.1.617.2,ORF1ab polyprotein,7096,Switzerland,2021-12-09,2021,12,9
UTK63120,B.1.617.2,ORF1a polyprotein,4405,Switzerland,2021-12-09,2021,12,9
UTK63121,B.1.617.2,surface glycoprotein,1271,Switzerland,2021-12-09,2021,12,9
UTK63122,B.1.617.2,ORF3a protein,275,Switzerland,2021-12-09,2021,12,9
UTK63123,B.1.617.2,envelope protein,75,Switzerland,2021-12-09,2021,12,9
UTK63124,B.1.617.2,membrane glycoprotein,222,Switzerland,2021-12-09,2021,12,9
UTK63125,B.1.617.2,ORF6 protein,61,Switzerland,2021-12-09,2021,12,9
UTK63126,B.1.617.2,ORF7a protein,121,Switzerland,2021-12-09,2021,12,9
UTK63127,B.1.617.2,ORF7b protein,43,Switzerland,2021-12-09,2021,12,9
UTK63128,B.1.617.2,ORF8 protein,119,Switzerland,2021-12-09,2021,12,9
UTK63129,B.1.617.2,nucleocapsid phosphoprotein,419,Switzerland,2021-12-09,2021,12,9
UTK63130,B.1.617.2,ORF10 protein,38,Switzerland,2021-12-09,2021,12,9
UTK63179,AY.129,ORF1ab polyprotein,7096,Switzerland,2021-11-16,2021,11,16
UTK63180,AY.129,ORF1a polyprotein,4405,Switzerland,2021-11-16,2021,11,16
UTK63181,AY.129,surface glycoprotein,1271,Switzerland,2021-11-16,2021,11,16
UTK63182,AY.129,ORF3a protein,275,Switzerland,2021-11-16,2021,11,16
UTK63183,AY.129,envelope protein,75,Switzerland,2021-11-16,2021,11,16
UTK63184,AY.129,membrane glycoprotein,222,Switzerland,2021-11-16,2021,11,16
UTK63185,AY.129,ORF6 protein,61,Switzerland,2021-11-16,2021,11,16
UTK63186,AY.129,ORF7a protein,121,Switzerland,2021-11-16,2021,11,16
UTK63187,AY.129,ORF7b protein,43,Switzerland,2021-11-16,2021,11,16
UTK63188,AY.129,ORF8 protein,119,Switzerland,2021-11-16,2021,11,16
UTK63189,AY.129,nucleocapsid phosphoprotein,419,Switzerland,2021-11-16,2021,11,16
UTK63190,AY.129,ORF10 protein,38,Switzerland,2021-11-16,2021,11,16
UOQ25842,B.1.1.323,ORF1ab polyprotein,7096,Switzerland,2020-04-15,2020,4,15
UOQ25843,B.1.1.323,ORF1a polyprotein,4405,Switzerland,2020-04-15,2020,4,15
UOQ25844,B.1.1.323,surface glycoprotein,1273,Switzerland,2020-04-15,2020,4,15
UOQ25845,B.1.1.323,ORF3a protein,275,Switzerland,2020-04-15,2020,4,15
UOQ25846,B.1.1.323,envelope protein,75,Switzerland,2020-04-15,2020,4,15
UOQ25847,B.1.1.323,membrane glycoprotein,222,Switzerland,2020-04-15,2020,4,15
UOQ25848,B.1.1.323,ORF6 protein,61,Switzerland,2020-04-15,2020,4,15
UOQ25849,B.1.1.323,ORF7a protein,121,Switzerland,2020-04-15,2020,4,15
UOQ25850,B.1.1.323,ORF7b protein,43,Switzerland,2020-04-15,2020,4,15
UOQ25851,B.1.1.323,ORF8 protein,121,Switzerland,2020-04-15,2020,4,15
UOQ25852,B.1.1.323,nucleocapsid phosphoprotein,419,Switzerland,2020-04-15,2020,4,15
UOQ25853,B.1.1.323,ORF10 protein,38,Switzerland,2020-04-15,2020,4,15
UOQ25854,B.1.1,ORF1ab polyprotein,7096,Switzerland,2020-04-14,2020,4,14
UOQ25855,B.1.1,ORF1a polyprotein,4405,Switzerland,2020-04-14,2020,4,14
UOQ25856,B.1.1,surface glycoprotein,1273,Switzerland,2020-04-14,2020,4,14
UOQ25857,B.1.1,ORF3a protein,275,Switzerland,2020-04-14,2020,4,14
UOQ25858,B.1.1,envelope protein,75,Switzerland,2020-04-14,2020,4,14
UOQ25859,B.1.1,membrane glycoprotein,222,Switzerland,2020-04-14,2020,4,14
UOQ25860,B.1.1,ORF6 protein,61,Switzerland,2020-04-14,2020,4,14
UOQ25861,B.1.1,ORF7a protein,121,Switzerland,2020-04-14,2020,4,14
UOQ25862,B.1.1,ORF7b protein,43,Switzerland,2020-04-14,2020,4,14
UOQ25863,B.1.1,ORF8 protein,121,Switzerland,2020-04-14,2020,4,14
UOQ25864,B.1.1,nucleocapsid phosphoprotein,419,Switzerland,2020-04-14,2020,4,14
UOQ25865,B.1.1,ORF10 protein,38,Switzerland,2020-04-14,2020,4,14
UOQ25866,B.1,ORF1ab polyprotein,7096,Switzerland,2020-04-08,2020,4,8
UOQ25867,B.1,ORF1a polyprotein,4405,Switzerland,2020-04-08,2020,4,8
UOQ25868,B.1,surface glycoprotein,1273,Switzerland,2020-04-08,2020,4,8
UOQ25869,B.1,ORF3a protein,275,Switzerland,2020-04-08,2020,4,8
UOQ25870,B.1,envelope protein,75,Switzerland,2020-04-08,2020,4,8
UOQ25871,B.1,membrane glycoprotein,222,Switzerland,2020-04-08,2020,4,8
UOQ25872,B.1,ORF6 protein,61,Switzerland,2020-04-08,2020,4,8
UOQ25873,B.1,ORF7a protein,121,Switzerland,2020-04-08,2020,4,8
UOQ25874,B.1,ORF7b protein,43,Switzerland,2020-04-08,2020,4,8
UOQ25875,B.1,ORF8 protein,121,Switzerland,2020-04-08,2020,4,8
UOQ25876,B.1,nucleocapsid phosphoprotein,419,Switzerland,2020-04-08,2020,4,8
UOQ25877,B.1,ORF10 protein,38,Switzerland,2020-04-08,2020,4,8
UOQ25878,B.1.9,ORF1ab polyprotein,7096,Switzerland,2020-03-26,2020,3,26
UOQ25879,B.1.9,ORF1a polyprotein,4405,Switzerland,2020-03-26,2020,3,26
UOQ25880,B.1.9,surface glycoprotein,1273,Switzerland,2020-03-26,2020,3,26
UOQ25881,B.1.9,ORF3a protein,275,Switzerland,2020-03-26,2020,3,26
UOQ25882,B.1.9,envelope protein,75,Switzerland,2020-03-26,2020,3,26
UOQ25883,B.1.9,membrane glycoprotein,222,Switzerland,2020-03-26,2020,3,26
UOQ25884,B.1.9,ORF6 protein,61,Switzerland,2020-03-26,2020,3,26
UOQ25885,B.1.9,ORF7a protein,121,Switzerland,2020-03-26,2020,3,26
UOQ25886,B.1.9,ORF7b protein,43,Switzerland,2020-03-26,2020,3,26
UOQ25887,B.1.9,ORF8 protein,121,Switzerland,2020-03-26,2020,3,26
UOQ25888,B.1.9,nucleocapsid phosphoprotein,419,Switzerland,2020-03-26,2020,3,26
UOQ25889,B.1.9,ORF10 protein,38,Switzerland,2020-03-26,2020,3,26
UOQ25902,B.1,ORF1ab polyprotein,7096,Switzerland,2020-03-27,2020,3,27
UOQ25903,B.1,ORF1a polyprotein,4405,Switzerland,2020-03-27,2020,3,27
UOQ25904,B.1,surface glycoprotein,1273,Switzerland,2020-03-27,2020,3,27
UOQ25905,B.1,ORF3a protein,275,Switzerland,2020-03-27,2020,3,27
UOQ25906,B.1,envelope protein,75,Switzerland,2020-03-27,2020,3,27
UOQ25907,B.1,membrane glycoprotein,222,Switzerland,2020-03-27,2020,3,27
UOQ25908,B.1,ORF6 protein,61,Switzerland,2020-03-27,2020,3,27
UOQ25909,B.1,ORF7a protein,121,Switzerland,2020-03-27,2020,3,27
UOQ25910,B.1,ORF7b protein,43,Switzerland,2020-03-27,2020,3,27
UOQ25911,B.1,ORF8 protein,121,Switzerland,2020-03-27,2020,3,27
UOQ25912,B.1,nucleocapsid phosphoprotein,419,Switzerland,2020-03-27,2020,3,27
UOQ25913,B.1,ORF10 protein,38,Switzerland,2020-03-27,2020,3,27
UOQ25986,B.1.1,ORF1ab polyprotein,7096,Switzerland,2020-03-27,2020,3,27
UOQ25987,B.1.1,ORF1a polyprotein,4405,Switzerland,2020-03-27,2020,3,27
UOQ25988,B.1.1,surface glycoprotein,1273,Switzerland,2020-03-27,2020,3,27
UOQ25989,B.1.1,ORF3a protein,275,Switzerland,2020-03-27,2020,3,27
UOQ25990,B.1.1,envelope protein,75,Switzerland,2020-03-27,2020,3,27
UOQ25991,B.1.1,membrane glycoprotein,222,Switzerland,2020-03-27,2020,3,27
UOQ25992,B.1.1,ORF6 protein,61,Switzerland,2020-03-27,2020,3,27
UOQ25993,B.1.1,ORF7a protein,121,Switzerland,2020-03-27,2020,3,27
UOQ25994,B.1.1,ORF7b protein,43,Switzerland,2020-03-27,2020,3,27
UOQ25995,B.1.1,ORF8 protein,121,Switzerland,2020-03-27,2020,3,27
UOQ25996,B.1.1,nucleocapsid phosphoprotein,419,Switzerland,2020-03-27,2020,3,27
UOQ25997,B.1.1,ORF10 protein,38,Switzerland,2020-03-27,2020,3,27
UOQ26070,B.1.1.1,ORF1ab polyprotein,7096,Switzerland,2020-04-16,2020,4,16
UOQ26071,B.1.1.1,ORF1a polyprotein,4405,Switzerland,2020-04-16,2020,4,16
UOQ26072,B.1.1.1,surface glycoprotein,1273,Switzerland,2020-04-16,2020,4,16
UOQ26073,B.1.1.1,ORF3a protein,275,Switzerland,2020-04-16,2020,4,16
UOQ26074,B.1.1.1,envelope protein,75,Switzerland,2020-04-16,2020,4,16
UOQ26075,B.1.1.1,membrane glycoprotein,222,Switzerland,2020-04-16,2020,4,16
UOQ26076,B.1.1.1,ORF6 protein,61,Switzerland,2020-04-16,2020,4,16
UOQ26077,B.1.1.1,ORF7a protein,121,Switzerland,2020-04-16,2020,4,16
UOQ26078,B.1.1.1,ORF7b protein,43,Switzerland,2020-04-16,2020,4,16
UOQ26079,B.1.1.1,ORF8 protein,121,Switzerland,2020-04-16,2020,4,16
UOQ26080,B.1.1.1,nucleocapsid phosphoprotein,419,Switzerland,2020-04-16,2020,4,16
UOQ26081,B.1.1.1,ORF10 protein,38,Switzerland,2020-04-16,2020,4,16
UOQ26310,B.1.1.323,ORF1ab polyprotein,7096,Switzerland,2020-03-26,2020,3,26
UOQ26311,B.1.1.323,ORF1a polyprotein,4405,Switzerland,2020-03-26,2020,3,26
UOQ26312,B.1.1.323,surface glycoprotein,1273,Switzerland,2020-03-26,2020,3,26
UOQ26313,B.1.1.323,ORF3a protein,275,Switzerland,2020-03-26,2020,3,26
UOQ26314,B.1.1.323,envelope protein,75,Switzerland,2020-03-26,2020,3,26
UOQ26315,B.1.1.323,membrane glycoprotein,222,Switzerland,2020-03-26,2020,3,26
UOQ26316,B.1.1.323,ORF6 protein,61,Switzerland,2020-03-26,2020,3,26
UOQ26317,B.1.1.323,ORF7a protein,121,Switzerland,2020-03-26,2020,3,26
UOQ26318,B.1.1.323,ORF7b protein,43,Switzerland,2020-03-26,2020,3,26
UOQ26319,B.1.1.323,ORF8 protein,121,Switzerland,2020-03-26,2020,3,26
UOQ26320,B.1.1.323,nucleocapsid phosphoprotein,419,Switzerland,2020-03-26,2020,3,26
UOQ26321,B.1.1.323,ORF10 protein,38,Switzerland,2020-03-26,2020,3,26
UOQ26946,B.1.1,ORF1ab polyprotein,7096,Switzerland,2020-05-03,2020,5,3
UOQ26947,B.1.1,ORF1a polyprotein,4405,Switzerland,2020-05-03,2020,5,3
UOQ26948,B.1.1,surface glycoprotein,1273,Switzerland,2020-05-03,2020,5,3
UOQ26949,B.1.1,ORF3a protein,275,Switzerland,2020-05-03,2020,5,3
UOQ26950,B.1.1,envelope protein,75,Switzerland,2020-05-03,2020,5,3
UOQ26951,B.1.1,membrane glycoprotein,222,Switzerland,2020-05-03,2020,5,3
UOQ26952,B.1.1,ORF6 protein,61,Switzerland,2020-05-03,2020,5,3
UOQ26953,B.1.1,ORF7a protein,121,Switzerland,2020-05-03,2020,5,3
UOQ26954,B.1.1,ORF7b protein,43,Switzerland,2020-05-03,2020,5,3
UOQ26955,B.1.1,ORF8 protein,121,Switzerland,2020-05-03,2020,5,3
UOQ26956,B.1.1,nucleocapsid phosphoprotein,419,Switzerland,2020-05-03,2020,5,3
UOQ26957,B.1.1,ORF10 protein,38,Switzerland,2020-05-03,2020,5,3
UOQ26982,B.1.147,ORF1ab polyprotein,7096,Switzerland,2020-03-17,2020,3,17
UOQ26983,B.1.147,ORF1a polyprotein,4405,Switzerland,2020-03-17,2020,3,17
UOQ26984,B.1.147,surface glycoprotein,1273,Switzerland,2020-03-17,2020,3,17
UOQ26985,B.1.147,ORF3a protein,275,Switzerland,2020-03-17,2020,3,17
UOQ26986,B.1.147,envelope protein,75,Switzerland,2020-03-17,2020,3,17
UOQ26987,B.1.147,membrane glycoprotein,222,Switzerland,2020-03-17,2020,3,17
UOQ26988,B.1.147,ORF6 protein,61,Switzerland,2020-03-17,2020,3,17
UOQ26989,B.1.147,ORF7a protein,121,Switzerland,2020-03-17,2020,3,17
UOQ26990,B.1.147,ORF7b protein,43,Switzerland,2020-03-17,2020,3,17
UOQ26991,B.1.147,ORF8 protein,121,Switzerland,2020-03-17,2020,3,17
UOQ26992,B.1.147,nucleocapsid phosphoprotein,419,Switzerland,2020-03-17,2020,3,17
UOQ26993,B.1.147,ORF10 protein,38,Switzerland,2020-03-17,2020,3,17
UOQ27294,B.1.1.33,ORF1ab polyprotein,7096,Switzerland,2020-04-18,2020,4,18
UOQ27295,B.1.1.33,ORF1a polyprotein,4405,Switzerland,2020-04-18,2020,4,18
UOQ27296,B.1.1.33,surface glycoprotein,1273,Switzerland,2020-04-18,2020,4,18
UOQ27297,B.1.1.33,ORF3a protein,275,Switzerland,2020-04-18,2020,4,18
UOQ27298,B.1.1.33,envelope protein,75,Switzerland,2020-04-18,2020,4,18
UOQ27299,B.1.1.33,membrane glycoprotein,222,Switzerland,2020-04-18,2020,4,18
UOQ27300,B.1.1.33,ORF6 protein,61,Switzerland,2020-04-18,2020,4,18
UOQ27301,B.1.1.33,ORF7a protein,121,Switzerland,2020-04-18,2020,4,18
UOQ27302,B.1.1.33,ORF7b protein,43,Switzerland,2020-04-18,2020,4,18
UOQ27303,B.1.1.33,ORF8 protein,121,Switzerland,2020-04-18,2020,4,18
UOQ27304,B.1.1.33,nucleocapsid phosphoprotein,419,Switzerland,2020-04-18,2020,4,18
UOQ27305,B.1.1.33,ORF10 protein,38,Switzerland,2020-04-18,2020,4,18
UOO00361,B.1.93,ORF1ab polyprotein,7096,Switzerland,2020-03-18,2020,3,18
UOO00362,B.1.93,ORF1a polyprotein,4405,Switzerland,2020-03-18,2020,3,18
UOO00363,B.1.93,surface glycoprotein,1273,Switzerland,2020-03-18,2020,3,18
UOO00364,B.1.93,ORF3a protein,275,Switzerland,2020-03-18,2020,3,18
UOO00365,B.1.93,envelope protein,75,Switzerland,2020-03-18,2020,3,18
UOO00366,B.1.93,membrane glycoprotein,222,Switzerland,2020-03-18,2020,3,18
UOO00367,B.1.93,ORF6 protein,61,Switzerland,2020-03-18,2020,3,18
UOO00368,B.1.93,ORF7a protein,121,Switzerland,2020-03-18,2020,3,18
UOO00369,B.1.93,ORF7b protein,43,Switzerland,2020-03-18,2020,3,18
UOO00370,B.1.93,ORF8 protein,121,Switzerland,2020-03-18,2020,3,18
UOO00371,B.1.93,nucleocapsid phosphoprotein,419,Switzerland,2020-03-18,2020,3,18
UOO00372,B.1.93,ORF10 protein,38,Switzerland,2020-03-18,2020,3,18
UOG05279,B.1.128,ORF1ab polyprotein,7096,Switzerland,2020-03-16,2020,3,16
UOG05280,B.1.128,ORF1a polyprotein,4405,Switzerland,2020-03-16,2020,3,16
UOG05281,B.1.128,surface glycoprotein,1273,Switzerland,2020-03-16,2020,3,16
UOG05282,B.1.128,ORF3a protein,275,Switzerland,2020-03-16,2020,3,16
UOG05283,B.1.128,envelope protein,75,Switzerland,2020-03-16,2020,3,16
UOG05284,B.1.128,membrane glycoprotein,222,Switzerland,2020-03-16,2020,3,16
UOG05285,B.1.128,ORF6 protein,61,Switzerland,2020-03-16,2020,3,16
UOG05286,B.1.128,ORF7a protein,121,Switzerland,2020-03-16,2020,3,16
UOG05287,B.1.128,ORF7b protein,43,Switzerland,2020-03-16,2020,3,16
UOG05288,B.1.128,ORF8 protein,121,Switzerland,2020-03-16,2020,3,16
UOG05289,B.1.128,nucleocapsid phosphoprotein,419,Switzerland,2020-03-16,2020,3,16
UOG05290,B.1.128,ORF10 protein,38,Switzerland,2020-03-16,2020,3,16
UFQ05184,B.1.1.7,ORF1ab polyprotein,7096,Switzerland,2020-12-23,2020,12,23
UFQ05185,B.1.1.7,ORF1a polyprotein,4405,Switzerland,2020-12-23,2020,12,23
UFQ05186,B.1.1.7,surface glycoprotein,1270,Switzerland,2020-12-23,2020,12,23
UFQ05187,B.1.1.7,ORF3a protein,275,Switzerland,2020-12-23,2020,12,23
UFQ05188,B.1.1.7,envelope protein,75,Switzerland,2020-12-23,2020,12,23
UFQ05189,B.1.1.7,membrane glycoprotein,222,Switzerland,2020-12-23,2020,12,23
UFQ05190,B.1.1.7,ORF6 protein,61,Switzerland,2020-12-23,2020,12,23
UFQ05191,B.1.1.7,ORF7a protein,121,Switzerland,2020-12-23,2020,12,23
UFQ05192,B.1.1.7,ORF7b protein,43,Switzerland,2020-12-23,2020,12,23
UFQ05193,B.1.1.7,,26,Switzerland,2020-12-23,2020,12,23
UFQ05194,B.1.1.7,nucleocapsid phosphoprotein,419,Switzerland,2020-12-23,2020,12,23
UFQ05195,B.1.1.7,ORF10 protein,38,Switzerland,2020-12-23,2020,12,23
UFO95283,B.1,ORF1ab polyprotein,7096,Switzerland,2020-02-27,2020,2,27
UFO95284,B.1,ORF1a polyprotein,4405,Switzerland,2020-02-27,2020,2,27
UFO95285,B.1,surface glycoprotein,1273,Switzerland,2020-02-27,2020,2,27
UFO95286,B.1,ORF3a protein,275,Switzerland,2020-02-27,2020,2,27
UFO95287,B.1,envelope protein,75,Switzerland,2020-02-27,2020,2,27
UFO95288,B.1,membrane glycoprotein,222,Switzerland,2020-02-27,2020,2,27
UFO95289,B.1,ORF6 protein,61,Switzerland,2020-02-27,2020,2,27
UFO95290,B.1,ORF7a protein,121,Switzerland,2020-02-27,2020,2,27
UFO95291,B.1,ORF7b protein,43,Switzerland,2020-02-27,2020,2,27
UFO95292,B.1,ORF8 protein,121,Switzerland,2020-02-27,2020,2,27
UFO95293,B.1,nucleocapsid phosphoprotein,419,Switzerland,2020-02-27,2020,2,27
UFO95294,B.1,ORF10 protein,38,Switzerland,2020-02-27,2020,2,27
UZC45622,B,ORF1ab polyprotein,7096,United Kingdom,2020-03-24,2020,3,24
UZC45623,B,ORF1a polyprotein,4405,United Kingdom,2020-03-24,2020,3,24
UZC45624,B,surface glycoprotein,1273,United Kingdom,2020-03-24,2020,3,24
UZC45625,B,ORF3a protein,275,United Kingdom,2020-03-24,2020,3,24
UZC45626,B,envelope protein,75,United Kingdom,2020-03-24,2020,3,24
UZC45627,B,membrane glycoprotein,222,United Kingdom,2020-03-24,2020,3,24
UZC45628,B,ORF6 protein,61,United Kingdom,2020-03-24,2020,3,24
UZC45629,B,ORF7a protein,121,United Kingdom,2020-03-24,2020,3,24
UZC45630,B,ORF7b protein,43,United Kingdom,2020-03-24,2020,3,24
UZC45631,B,ORF8 protein,121,United Kingdom,2020-03-24,2020,3,24
UZC45632,B,nucleocapsid phosphoprotein,419,United Kingdom,2020-03-24,2020,3,24
UZC45633,B,ORF10 protein,38,United Kingdom,2020-03-24,2020,3,24
UZC45682,B.33,ORF1ab polyprotein,7096,United Kingdom,2020-03-31,2020,3,31
UZC45683,B.33,ORF1a polyprotein,4405,United Kingdom,2020-03-31,2020,3,31
UZC45684,B.33,surface glycoprotein,1273,United Kingdom,2020-03-31,2020,3,31
UZC45685,B.33,ORF3a protein,275,United Kingdom,2020-03-31,2020,3,31
UZC45686,B.33,envelope protein,75,United Kingdom,2020-03-31,2020,3,31
UZC45687,B.33,membrane glycoprotein,222,United Kingdom,2020-03-31,2020,3,31
UZC45688,B.33,ORF6 protein,61,United Kingdom,2020-03-31,2020,3,31
UZC45689,B.33,ORF7a protein,121,United Kingdom,2020-03-31,2020,3,31
UZC45690,B.33,ORF7b protein,43,United Kingdom,2020-03-31,2020,3,31
UZC45691,B.33,ORF8 protein,121,United Kingdom,2020-03-31,2020,3,31
UZC45692,B.33,nucleocapsid phosphoprotein,419,United Kingdom,2020-03-31,2020,3,31
UZC45693,B.33,ORF10 protein,38,United Kingdom,2020-03-31,2020,3,31
UZC45718,B.33,ORF1ab polyprotein,7096,United Kingdom,2020-04-02,2020,4,2
UZC45719,B.33,ORF1a polyprotein,4405,United Kingdom,2020-04-02,2020,4,2
UZC45720,B.33,surface glycoprotein,1273,United Kingdom,2020-04-02,2020,4,2
UZC45721,B.33,ORF3a protein,275,United Kingdom,2020-04-02,2020,4,2
UZC45722,B.33,envelope protein,75,United Kingdom,2020-04-02,2020,4,2
UZC45723,B.33,membrane glycoprotein,222,United Kingdom,2020-04-02,2020,4,2
UZC45724,B.33,ORF6 protein,61,United Kingdom,2020-04-02,2020,4,2
UZC45725,B.33,ORF7a protein,121,United Kingdom,2020-04-02,2020,4,2
UZC45726,B.33,ORF7b protein,43,United Kingdom,2020-04-02,2020,4,2
UZC45727,B.33,ORF8 protein,121,United Kingdom,2020-04-02,2020,4,2
UZC45728,B.33,nucleocapsid phosphoprotein,419,United Kingdom,2020-04-02,2020,4,2
UZC45729,B.33,ORF10 protein,38,United Kingdom,2020-04-02,2020,4,2
UZC45730,B.1,ORF1ab polyprotein,7096,United Kingdom,2020-04-02,2020,4,2
UZC45731,B.1,ORF1a polyprotein,4405,United Kingdom,2020-04-02,2020,4,2
UZC45732,B.1,surface glycoprotein,1273,United Kingdom,2020-04-02,2020,4,2
UZC45733,B.1,ORF3a protein,275,United Kingdom,2020-04-02,2020,4,2
UZC45734,B.1,envelope protein,75,United Kingdom,2020-04-02,2020,4,2
UZC45735,B.1,membrane glycoprotein,222,United Kingdom,2020-04-02,2020,4,2
UZC45736,B.1,ORF6 protein,61,United Kingdom,2020-04-02,2020,4,2
UZC45737,B.1,ORF7a protein,121,United Kingdom,2020-04-02,2020,4,2
UZC45738,B.1,ORF7b protein,43,United Kingdom,2020-04-02,2020,4,2
UZC45739,B.1,ORF8 protein,121,United Kingdom,2020-04-02,2020,4,2
UZC45740,B.1,nucleocapsid phosphoprotein,419,United Kingdom,2020-04-02,2020,4,2
UZC45741,B.1,ORF10 protein,38,United Kingdom,2020-04-02,2020,4,2
UZC45801,B.40,ORF1ab polyprotein,7096,United Kingdom,2020-04-09,2020,4,9
UZC45802,B.40,ORF1a polyprotein,4405,United Kingdom,2020-04-09,2020,4,9
UZC45803,B.40,surface glycoprotein,1273,United Kingdom,2020-04-09,2020,4,9
UZC45804,B.40,ORF3a protein,275,United Kingdom,2020-04-09,2020,4,9
UZC45805,B.40,envelope protein,75,United Kingdom,2020-04-09,2020,4,9
UZC45806,B.40,membrane glycoprotein,222,United Kingdom,2020-04-09,2020,4,9
UZC45807,B.40,ORF6 protein,61,United Kingdom,2020-04-09,2020,4,9
UZC45808,B.40,ORF7a protein,121,United Kingdom,2020-04-09,2020,4,9
UZC45809,B.40,ORF7b protein,43,United Kingdom,2020-04-09,2020,4,9
UZC45810,B.40,ORF8 protein,121,United Kingdom,2020-04-09,2020,4,9
UZC45811,B.40,nucleocapsid phosphoprotein,419,United Kingdom,2020-04-09,2020,4,9
UZC45812,B.40,ORF10 protein,38,United Kingdom,2020-04-09,2020,4,9
UZC45836,B.1.40,ORF1ab polyprotein,7096,United Kingdom,2020-04-09,2020,4,9
UZC45837,B.1.40,ORF1a polyprotein,4405,United Kingdom,2020-04-09,2020,4,9
UZC45838,B.1.40,surface glycoprotein,1273,United Kingdom,2020-04-09,2020,4,9
UZC45839,B.1.40,ORF3a protein,275,United Kingdom,2020-04-09,2020,4,9
UZC45840,B.1.40,envelope protein,75,United Kingdom,2020-04-09,2020,4,9
UZC45841,B.1.40,membrane glycoprotein,222,United Kingdom,2020-04-09,2020,4,9
UZC45842,B.1.40,ORF6 protein,61,United Kingdom,2020-04-09,2020,4,9
UZC45843,B.1.40,ORF7a protein,121,United Kingdom,2020-04-09,2020,4,9
UZC45844,B.1.40,ORF7b protein,43,United Kingdom,2020-04-09,2020,4,9
UZC45845,B.1.40,ORF8 protein,121,United Kingdom,2020-04-09,2020,4,9
UZC45846,B.1.40,nucleocapsid phosphoprotein,419,United Kingdom,2020-04-09,2020,4,9
UZC45847,B.1.40,ORF10 protein,38,United Kingdom,2020-04-09,2020,4,9
UZC45908,B.1.157,ORF1ab polyprotein,7096,United Kingdom,2020-04-12,2020,4,12
UZC45909,B.1.157,ORF1a polyprotein,4405,United Kingdom,2020-04-12,2020,4,12
UZC45910,B.1.157,surface glycoprotein,1273,United Kingdom,2020-04-12,2020,4,12
UZC45911,B.1.157,ORF3a protein,275,United Kingdom,2020-04-12,2020,4,12
UZC45912,B.1.157,envelope protein,75,United Kingdom,2020-04-12,2020,4,12
UZC45913,B.1.157,membrane glycoprotein,222,United Kingdom,2020-04-12,2020,4,12
UZC45914,B.1.157,ORF6 protein,61,United Kingdom,2020-04-12,2020,4,12
UZC45915,B.1.157,ORF7a protein,121,United Kingdom,2020-04-12,2020,4,12
UZC45916,B.1.157,ORF7b protein,43,United Kingdom,2020-04-12,2020,4,12
UZC45917,B.1.157,ORF8 protein,121,United Kingdom,2020-04-12,2020,4,12
UZC45918,B.1.157,nucleocapsid phosphoprotein,419,United Kingdom,2020-04-12,2020,4,12
UZC45919,B.1.157,ORF10 protein,38,United Kingdom,2020-04-12,2020,4,12
UZC46037,B.1.1,ORF1ab polyprotein,7096,United Kingdom,2020-04-22,2020,4,22
UZC46038,B.1.1,ORF1a polyprotein,4405,United Kingdom,2020-04-22,2020,4,22
UZC46039,B.1.1,surface glycoprotein,1273,United Kingdom,2020-04-22,2020,4,22
UZC46040,B.1.1,ORF3a protein,275,United Kingdom,2020-04-22,2020,4,22
UZC46041,B.1.1,envelope protein,75,United Kingdom,2020-04-22,2020,4,22
UZC46042,B.1.1,membrane glycoprotein,222,United Kingdom,2020-04-22,2020,4,22
UZC46043,B.1.1,ORF6 protein,61,United Kingdom,2020-04-22,2020,4,22
UZC46044,B.1.1,ORF7a protein,121,United Kingdom,2020-04-22,2020,4,22
UZC46045,B.1.1,ORF7b protein,43,United Kingdom,2020-04-22,2020,4,22
UZC46046,B.1.1,ORF8 protein,121,United Kingdom,2020-04-22,2020,4,22
UZC46047,B.1.1,nucleocapsid phosphoprotein,419,United Kingdom,2020-04-22,2020,4,22
